# src_name=XTE_J1543-56
# time_[MJD]       half_width_[d]  count_rate    error       fracexp   
#
55691.58925419478  0.50009259259  7.40246e+00  7.80228e-02  0.01407
55692.58943937997  0.50009259259  7.31228e+00  5.08136e-02  0.03277
55693.09879123182  0.00925925926  7.47294e+00  6.83417e-02  1.00000
55694.50379123182  0.39981481481  6.89184e+00  5.87019e-02  0.02895
55696.17110604663  0.49564814815  1.00773e+01  7.12691e-02  0.02316
55698.03277271330  0.00694444444  8.22385e+00  8.27841e-02  1.00000
55699.63073567627  0.42898148148  4.21849e+00  4.53851e-02  0.02763
55700.25434678738  0.00796296296  4.95140e+00  5.99867e-02  1.00000
55702.34045789849  0.46166666667  4.85636e+00  3.78380e-02  0.04252
55703.98684678737  0.01879629630  4.26281e+00  3.62276e-02  1.00000
55705.18332826886  0.10527777778  7.68171e+00  6.14847e-02  0.11170
55706.32777271330  0.00953703704  7.30422e+00  6.65746e-02  1.00000
55708.02851345404  0.40453703704  3.86406e+00  2.73439e-02  0.07393
55709.53573567626  0.01898148148  3.83034e+00  3.41729e-02  1.00000
55711.16925419479  0.47416666667  5.15442e+00  2.96681e-02  0.07147
55712.46925419478  0.01490740741  4.12694e+00  4.00259e-02  1.00000
55715.08406900959  0.47583333333  2.72129e+00  2.04423e-02  0.07920
55716.64369863923  0.01194444444  2.95440e+00  3.78338e-02  1.00000
55718.26129123182  0.49675925926  3.02670e+00  3.42777e-02  0.03001
55719.39388382441  0.01694444444  2.73081e+00  3.05394e-02  1.00000
55720.99268012070  0.37629629630  2.81453e+00  2.43369e-02  0.07308
55723.30823567626  0.01907407408  3.10893e+00  3.07871e-02  0.99515
55724.92990234293  0.40074074074  3.61326e+00  2.72107e-02  0.07047
55726.43203197256  0.01027777778  3.22231e+00  4.25954e-02  1.00000
55727.89101345404  0.00074074074  2.17169e+00  1.30255e-01  1.00000
55730.04342086145  0.33425925926  2.19623e+00  2.13623e-02  0.08338
55731.02897641700  0.06685185185  1.98886e+00  4.09851e-02  0.10249
55732.19777271331  0.00842592593  1.93799e+00  3.64834e-02  1.00000
55733.89147641700  0.47046296296  2.54897e+00  4.18410e-02  0.01791
55735.24036530589  0.03657407407  3.16194e+00  2.61951e-02  0.72911
55736.81490234293  0.46425925926  3.85600e+00  2.65458e-02  0.06821
55738.67018012071  0.50009259259  2.94272e+00  5.68038e-02  0.01055
55739.18832826886  0.01805555556  4.05992e+00  3.60729e-02  1.00000
55740.75601345404  0.49259259259  3.27396e+00  4.01397e-02  0.02387
55742.88342086145  0.00407407407  1.61817e+00  4.81363e-02  1.00000
55744.78573567627  0.00805555556  1.21719e+00  3.00997e-02  0.98851
55745.90416160219  0.01055555555  1.12169e+00  2.49885e-02  1.00000
55747.66101345404  0.00148148148  1.13506e+00  6.65871e-02  1.00000
55748.67156900960  0.00296296296  8.29184e-01  4.23638e-02  1.00000
55749.90268012071  0.00500000000  5.44822e-01  2.92597e-02  1.00000
55751.64342086145  0.46388888889  2.36833e-01  1.55637e-02  0.03114
55752.88342086145  0.00666666667  2.21844e-01  2.14850e-02  0.98611
55754.19092086145  0.00879629630  2.33307e-01  2.15056e-02  1.00000
55756.14869863923  0.00731481481  3.21547e-01  2.16990e-02  1.00000
55757.86230975034  0.45870370370  3.77288e-01  1.44942e-02  0.03956
55759.15147641700  0.00879629630  3.66282e-01  2.09117e-02  1.00000
55760.94656900960  0.43333333333  3.52491e-01  1.39053e-02  0.04338
55762.29805049108  0.00537037037  5.16217e-01  2.79710e-02  1.00000
55763.88268012070  0.43259259259  2.83447e-01  1.45208e-02  0.03874
55765.75212456515  0.38185185185  4.43221e-01  2.07476e-02  0.02401
55768.36332826885  0.01879629630  2.49813e-01  1.37358e-02  1.00000
55770.12055049108  0.00768518518  3.69303e-01  2.20072e-02  1.00000
55771.22527271330  0.00944444445  2.22860e-01  1.87827e-02  1.00000
55772.27916160219  0.01870370371  3.37881e-01  1.35481e-02  1.00000
55773.66249493552  0.00592592593  3.31278e-01  2.51353e-02  1.00000
55775.28092086145  0.01916666667  3.33316e-01  1.37937e-02  1.00000
55777.49823567626  0.38481481482  3.35749e-01  1.74883e-02  0.03296
55779.08249493552  0.00314814815  -3.67922e-04  2.88773e-02  1.00000
55781.82582826886  0.00166666667  1.56574e-01  3.95302e-02  1.00000
55783.96962456515  0.00750000000  2.67215e-01  2.20342e-02  0.98765
55785.73721715774  0.00101851852  2.45056e-01  5.16313e-02  1.00000
55788.98212456515  0.01240740740  2.04189e-01  1.64440e-02  0.99254
55791.98777271330  0.02120370370  1.33224e-01  1.23198e-02  0.95633
55794.24564308368  0.02166666666  8.74232e-02  2.64655e-02  0.21795
55796.36305049108  0.00574074074  2.52392e-01  2.60234e-02  1.00000
55798.06879123182  0.00740740741  2.63465e-01  2.08599e-02  1.00000
55800.41045789848  0.00425925926  2.29448e-01  2.73649e-02  1.00000
55803.31971715775  0.42444444444  2.23794e-01  2.88388e-02  0.00851
55807.14490234293  0.00833333333  1.56965e-01  2.09994e-02  1.00000
55810.78601345404  0.00333333333  -7.48465e-02  2.95956e-02  1.00000
55818.11888382441  0.00935185185  1.72014e-01  1.88012e-02  1.00000
55826.67351345404  0.00194444444  1.04296e-01  4.43624e-02  1.00000
