55456.147373 55456.341620 -0.002263 0.012206
55457.929452 55457.932944 0.029434 0.037114
55458.057384 55458.951277 0.005453 0.006325
55459.012022 55459.969556 -0.008634 0.006223
55460.030015 55460.987812 0.008830 0.006312
55461.048387 55461.942380 -0.003710 0.006607
55462.003009 55462.960752 0.005977 0.006673
55463.021551 55463.978939 0.000362 0.007228
55464.039645 55464.996570 0.124854 0.009487
55465.057407 55465.951069 0.264408 0.012512
55466.011906 55466.460112 0.316658 0.021391
55468.111875 55468.941771 0.350721 0.020977
55469.002616 55469.959826 0.376241 0.021003
55470.020671 55470.977951 0.315225 0.022470
55471.038750 55471.996123 0.338346 0.029662
55472.056852 55472.999178 0.318362 0.030304
55473.011319 55473.968854 0.350927 0.017500
55474.014460 55474.986771 0.330290 0.013319
55475.032438 55475.990096 0.306339 0.012648
55476.050548 55476.944680 0.327526 0.012573
55477.005077 55477.962975 0.384320 0.012223
55478.023302 55478.853762 0.345264 0.012257
55479.041767 55479.999803 0.289033 0.010577
55480.059992 55480.954425 0.296527 0.010803
55481.014591 55481.972496 0.357103 0.011034
55482.032948 55482.990976 0.335899 0.011573
55483.051188 55483.945166 0.217059 0.011511
55484.005586 55484.963738 0.325877 0.011679
55485.023943 55485.981316 0.340117 0.013367
55486.042130 55486.935482 0.191335 0.013122
55487.632878 55487.826979 0.209740 0.019811
55488.587238 55488.781285 0.164931 0.018665
55489.605177 55489.735351 0.215596 0.023316
55490.623241 55490.689904 0.190404 0.029523
55491.641204 55491.977488 0.317354 0.034997
55492.038866 55492.995012 0.183900 0.031783
55493.056667 55493.949178 0.181039 0.034645
55494.010023 55494.967141 0.246282 0.031187
55495.027940 55495.984826 0.178863 0.026085
55496.045625 55496.938877 0.127749 0.024195
55496.999722 55497.002535 0.113497 0.052253
55498.844290 55498.974194 0.081989 0.024202
55499.035008 55499.991539 0.089043 0.010417
55500.052323 55500.945482 0.101904 0.010009
55501.006258 55501.963044 0.102170 0.008953
55502.023735 55502.980567 0.115988 0.008644
55503.041204 55503.998090 0.087977 0.007895
55504.058619 55504.951971 0.091294 0.007864
55505.012431 55505.969502 0.079153 0.007313
55506.029861 55506.987033 0.061395 0.007007
55507.047238 55507.114217 0.089020 0.020240
55508.764062 55508.958530 0.049484 0.013482
55509.018461 55509.976227 0.072515 0.006875
55510.035822 55510.993924 0.071046 0.006753
55511.053079 55511.948102 0.048675 0.007124
55512.006921 55512.966134 0.047725 0.007021
55513.024352 55513.983935 0.043667 0.007177
55514.042037 55514.670799 0.039575 0.011846
55515.555451 55515.944294 0.044276 0.011573
55516.066829 55516.963090 0.019616 0.008902
55517.019734 55517.981933 0.037834 0.007977
55518.038461 55519.000417 0.027544 0.006714
55519.057373 55519.955347 0.043764 0.007618
55520.012523 55520.973507 0.029204 0.008203
55521.031088 55521.990069 0.007301 0.008789
55522.176713 55522.307778 0.016147 0.018585
55523.146215 55523.658785 0.018285 0.010395
55526.071505 55526.076840 0.037412 0.025276
55528.552407 55529.000336 0.058768 0.018449
55529.060810 55529.191331 0.041938 0.028638
55541.712338 55541.905174 -0.002500 0.019007
55542.206748 55542.922188 0.019736 0.013120
55543.096273 55543.988221 0.024275 0.009919
55544.049861 55544.941948 -0.002409 0.008680
55545.002832 55545.959178 0.014311 0.007792
55546.019892 55546.976547 0.018184 0.007331
55547.037045 55547.993669 -0.000854 0.007788
55548.054012 55548.947411 0.007066 0.007793
55549.007670 55549.964680 0.012558 0.007342
55550.024838 55550.981941 0.011551 0.007175
55551.042045 55551.999109 0.027729 0.007459
55552.059221 55552.953029 -0.001621 0.007486
55553.013171 55553.080282 0.033245 0.020988
55554.476767 55554.989309 0.010278 0.009960
55555.049552 55555.943484 -0.002303 0.008464
55556.003974 55556.770451 -0.009664 0.010319
55557.403843 55557.661524 0.014968 0.013815
55558.421759 55558.615706 0.032067 0.015768
55559.439699 55559.569765 -0.009335 0.017846
55560.393920 55560.730081 -0.017879 0.017225
55561.475270 55561.811192 0.043965 0.025734
55562.698843 55562.828669 -0.031858 0.023523
55563.716412 55563.846146 0.006020 0.025161
55564.670255 55564.863507 -0.019519 0.019676
55565.687708 55565.880868 -0.004015 0.018850
55566.705093 55566.961887 0.045075 0.018334
55568.866860 55568.996470 0.040408 0.023211
55569.057785 55569.950197 0.015954 0.010140
55570.011319 55570.967566 0.002936 0.008500
55571.028465 55571.984919 0.003968 0.007486
55572.045594 55572.938492 0.014792 0.007292
55572.999174 55573.955775 0.005952 0.006762
55574.016350 55574.973260 0.011405 0.006208
55575.033735 55575.990976 0.007177 0.006104
55576.051381 55576.945120 -0.004894 0.006059
55577.005567 55577.263198 0.021307 0.011719
55578.913657 55578.981088 -0.002710 0.017582
55579.040845 55579.999062 0.002975 0.005465
55580.058553 55580.953391 0.007689 0.005912
55581.012558 55581.589317 -0.005006 0.007453
55582.602407 55582.862535 -0.002183 0.009651
55583.354144 55583.357940 -0.018792 0.037014
55584.371389 55584.962025 -0.017917 0.011421
55585.212176 55585.280544 -0.015546 0.016975
55587.046863 55587.944352 -0.000743 0.006884
55588.000590 55588.963681 -0.005725 0.006169
55589.020127 55589.982870 0.005127 0.006711
55590.039722 55591.001285 0.005257 0.007758
55591.058819 55591.764086 -0.005492 0.010777
55592.013854 55592.987951 0.010241 0.013489
55593.048009 55593.942292 -0.002325 0.009872
55594.001285 55594.960220 -0.006295 0.006902
55595.019375 55595.977963 0.003725 0.006327
55596.037454 55596.995602 0.004779 0.006475
55597.055428 55597.059271 -0.014397 0.021290
55598.709329 55598.967180 -0.011665 0.010813
