60131.500000 0.558458 0.019324 0.326472 0.014576 0.214189 0.009497 0.023367 0.008314
60132.500000 0.466484 0.019743 0.252936 0.013948 0.179604 0.009848 0.030274 0.008984
60133.500000 0.555227 0.039235 0.301722 0.027637 0.221451 0.019529 0.026358 0.018545
60134.500000 0.526962 0.021820 0.324281 0.016617 0.193269 0.010681 0.017829 0.009540
60135.500000 0.594501 0.020926 0.332603 0.015714 0.216786 0.010453 0.047808 0.009006
60136.500000 0.519082 0.020164 0.270085 0.014501 0.211381 0.010214 0.027130 0.008903
60137.500000 0.505754 0.018985 0.289405 0.014039 0.189389 0.009354 0.031734 0.008489
60141.500000 0.465353 0.023332 0.241697 0.015824 0.184275 0.011257 0.030989 0.011385
60142.500000 0.496716 0.041092 0.273380 0.027454 0.167040 0.018984 0.062981 0.021492
60148.500000 0.328076 0.033489 0.167127 0.024402 0.123065 0.015973 0.031420 0.015934
60149.500000 0.304825 0.025328 0.207336 0.017961 0.106223 0.012425 0.004157 0.011897
60150.500000 0.378154 0.024844 0.238842 0.018791 0.118868 0.011777 0.032484 0.011535
60151.500000 0.337309 0.022747 0.214417 0.016916 0.106367 0.011059 0.029801 0.010408
60152.500000 0.374915 0.022475 0.193690 0.016315 0.139235 0.011235 0.038328 0.010082
60153.500000 0.254590 0.024306 0.197079 0.018681 0.081716 0.011475 -0.008169 0.011220
60154.500000 0.384762 0.029557 0.249576 0.023056 0.123794 0.014097 0.027460 0.013127
60155.500000 0.382672 0.017990 0.237287 0.013592 0.141420 0.008580 0.013393 0.008125
60156.500000 0.374425 0.018651 0.230078 0.014050 0.143975 0.009129 0.005422 0.008012
60157.500000 0.389689 0.018135 0.222577 0.013466 0.143615 0.008921 0.026542 0.008001
60158.500000 0.404365 0.019089 0.232801 0.014380 0.144721 0.009306 0.031117 0.008379
60159.500000 0.368098 0.018365 0.222797 0.013952 0.135335 0.008881 0.017160 0.008083
60160.500000 0.375121 0.019204 0.218035 0.014389 0.143630 0.009409 0.015470 0.008391
60161.500000 0.453967 0.021256 0.244221 0.015901 0.169995 0.010493 0.036299 0.009171
60162.500000 0.423998 0.022247 0.219301 0.016124 0.160996 0.010819 0.033827 0.010132
60163.500000 0.393749 0.023404 0.221614 0.017377 0.149791 0.011461 0.022383 0.010329
60164.500000 0.175731 0.068636 0.072977 0.044950 0.106061 0.034035 -0.021414 0.034786
60165.500000 0.331984 0.026895 0.209575 0.020336 0.126124 0.013675 0.002182 0.010873
60166.500000 0.365068 0.029170 0.184804 0.021748 0.151666 0.014875 0.021499 0.012049
60167.500000 0.315285 0.029203 0.171020 0.021268 0.109289 0.013713 0.034077 0.013887
60168.500000 0.315157 0.030527 0.181421 0.022243 0.128890 0.014852 0.008993 0.014135
60169.500000 0.403408 0.028061 0.197387 0.018917 0.153301 0.013581 0.044642 0.013668
60170.500000 0.392602 0.023823 0.184820 0.015532 0.153495 0.011170 0.039472 0.012149
60171.500000 0.385132 0.024880 0.201613 0.016403 0.136427 0.011359 0.045014 0.012883
60172.500000 0.349087 0.024503 0.173265 0.015392 0.139813 0.011176 0.022777 0.012839
60173.500000 0.369901 0.022381 0.183458 0.014340 0.150022 0.010293 0.024819 0.011401
60174.500000 0.333878 0.023508 0.197163 0.015772 0.111663 0.010393 0.032510 0.011954
60175.500000 0.405847 0.022857 0.206961 0.015203 0.145356 0.010269 0.047332 0.011452
60176.500000 0.381900 0.022895 0.213731 0.015157 0.149081 0.010179 0.019226 0.011509
60177.500000 0.425251 0.040213 0.277245 0.028239 0.156183 0.018047 0.010336 0.019251
60180.500000 1.934386 0.038527 0.852453 0.028055 0.696408 0.018122 0.284786 0.016649
60181.500000 13.007032 0.083563 5.177308 0.063110 4.718279 0.041045 2.184469 0.032265
60182.500000 21.637453 0.112714 8.899489 0.087244 8.039847 0.056148 3.240589 0.040676
60183.500000 25.223942 0.114816 10.793728 0.090453 9.386108 0.057348 3.555332 0.040320
60184.500000 27.062365 0.128205 11.954333 0.102348 10.119286 0.064223 3.573505 0.043948
60185.500000 27.532900 0.133432 12.377216 0.107111 10.243843 0.066775 3.597093 0.045724
60186.500000 27.326916 0.140013 12.643791 0.113676 10.161909 0.070116 3.397407 0.047174
60187.500000 26.732813 0.148340 12.595032 0.121163 9.765839 0.073672 3.425786 0.051019
60188.500000 25.881186 0.189798 12.173082 0.154250 9.503651 0.094565 3.270351 0.065559
60189.500000 25.655371 0.285098 11.200833 0.225924 9.693772 0.143065 3.385618 0.099999
60190.500000 23.920996 0.538525 13.674242 0.464840 8.137486 0.266301 2.398935 0.170298
60191.500000 27.720303 0.294661 14.739820 0.245611 9.770148 0.148793 3.083129 0.096363
60192.500000 25.005083 0.275473 12.801372 0.225266 8.854834 0.139526 3.107073 0.094759
60193.500000 26.011951 0.249306 14.467283 0.212059 8.855355 0.124141 2.823426 0.080225
60194.500000 24.488031 0.192239 13.213586 0.160583 8.578635 0.097081 2.677460 0.062768
60195.500000 23.403852 0.257969 12.960056 0.218027 8.033379 0.129053 2.538236 0.084028
60196.500000 22.868351 0.150686 12.416317 0.126931 7.999392 0.075779 2.472794 0.048581
60197.500000 22.216904 0.114839 12.459641 0.098780 7.651858 0.057184 2.250989 0.035593
60198.500000 22.289574 0.114329 13.350667 0.101370 7.351827 0.055801 2.097480 0.034390
60199.500000 23.181456 0.118510 14.759242 0.108447 7.435105 0.057086 1.855585 0.032810
60200.500000 22.569540 0.110250 14.395475 0.100866 7.222561 0.053099 1.796130 0.030458
60201.500000 19.745861 0.095364 11.991056 0.085010 6.467526 0.046475 1.806327 0.028263
60202.500000 20.688917 0.117301 13.097054 0.107412 6.658149 0.056423 1.704182 0.032945
60203.500000 21.142855 0.103950 13.747193 0.095947 6.667192 0.049588 1.639345 0.028873
60204.500000 21.403120 0.099489 14.230810 0.092807 6.696219 0.047293 1.525367 0.026666
60205.500000 23.400614 0.133787 16.479214 0.127694 6.943237 0.062213 1.427280 0.033589
60206.500000 28.910017 0.167857 21.830719 0.164753 8.056502 0.076017 1.320516 0.037549
60207.500000 24.676407 0.112689 18.180519 0.109395 6.987103 0.051451 1.291199 0.026418
60208.500000 22.869894 0.109830 16.581936 0.105887 6.553923 0.050415 1.312362 0.026748
60209.500000 19.427948 0.096000 13.686868 0.091195 5.701479 0.044521 1.250089 0.024958
60210.500000 19.591887 0.096788 14.035482 0.092913 5.692446 0.044636 1.194739 0.024457
60211.500000 21.285160 0.135360 15.694018 0.132235 6.078206 0.061767 1.143875 0.032270
60214.500000 18.835052 0.240338 14.063326 0.237214 5.350607 0.108759 0.960238 0.057897
60215.500000 17.121984 0.231264 12.570599 0.226947 4.870589 0.104227 1.074561 0.060618
